"Estado","Ano","Tipo","Mes","value"
"QuintanaRoo","2011","Mujeres","Abr",11
"SanLuisPotosi","2011","Mujeres","Abr",14
"Sinaloa","2011","Mujeres","Abr",282
"Sonora","2011","Mujeres","Abr",256
"Tabasco","2011","Mujeres","Abr",5
"Tamaulipas","2011","Mujeres","Abr",15
"Tlaxcala","2011","Mujeres","Abr",4
"Veracruz","2011","Mujeres","Abr",21
"Yucatan","2011","Mujeres","Abr",4
"Zacatecas","2011","Mujeres","Abr",219
"Total","2011","Mujeres","Abr",15518
"Aguascalientes","2012","Mujeres","Abr",134
"BajaCalifornia","2012","Mujeres","Abr",3
"BajaCaliforniaSur","2012","Mujeres","Abr",2
"Campeche","2012","Mujeres","Abr",3
"Coahuila","2012","Mujeres","Abr",16
"Colima","2012","Mujeres","Abr",269
"Chiapas","2012","Mujeres","Abr",13
"Chihuahua","2012","Mujeres","Abr",23
"DistritoFederal","2012","Mujeres","Abr",23
"Durango","2012","Mujeres","Abr",403
"Guanajuato","2012","Mujeres","Abr",2347
"Guerrero","2012","Mujeres","Abr",2254
"Hidalgo","2012","Mujeres","Abr",12
"Jalisco","2012","Mujeres","Abr",2698
"Mexico","2012","Mujeres","Abr",679
"Michoacan","2012","Mujeres","Abr",1626
"Morelos","2012","Mujeres","Abr",1822
"Nayarit","2012","Mujeres","Abr",554
"NuevoLeon","2012","Mujeres","Abr",16
"Oaxaca","2012","Mujeres","Abr",247
"Puebla","2012","Mujeres","Abr",727
"Queretaro","2012","Mujeres","Abr",267
"QuintanaRoo","2012","Mujeres","Abr",8
"SanLuisPotosi","2012","Mujeres","Abr",31
"Sinaloa","2012","Mujeres","Abr",319
"Sonora","2012","Mujeres","Abr",253
"Tabasco","2012","Mujeres","Abr",4
"Tamaulipas","2012","Mujeres","Abr",31
"Tlaxcala","2012","Mujeres","Abr",5
"Veracruz","2012","Mujeres","Abr",18
"Yucatan","2012","Mujeres","Abr",1
"Zacatecas","2012","Mujeres","Abr",178
"Total","2012","Mujeres","Abr",14986
"Aguascalientes","2013","Mujeres","Abr",111
"BajaCalifornia","2013","Mujeres","Abr",3
"BajaCaliforniaSur","2013","Mujeres","Abr",2
"Campeche","2013","Mujeres","Abr",1
"Coahuila","2013","Mujeres","Abr",12
"Colima","2013","Mujeres","Abr",381
"Chiapas","2013","Mujeres","Abr",20
"Chihuahua","2013","Mujeres","Abr",18
"DistritoFederal","2013","Mujeres","Abr",22
"Durango","2013","Mujeres","Abr",470
"Guanajuato","2013","Mujeres","Abr",2247
"Guerrero","2013","Mujeres","Abr",2570
"Hidalgo","2013","Mujeres","Abr",15
"Jalisco","2013","Mujeres","Abr",2952
"Mexico","2013","Mujeres","Abr",519
"Michoacan","2013","Mujeres","Abr",1748
"Morelos","2013","Mujeres","Abr",1940
"Nayarit","2013","Mujeres","Abr",553
"NuevoLeon","2013","Mujeres","Abr",11
"Oaxaca","2013","Mujeres","Abr",288
"Puebla","2013","Mujeres","Abr",729
"Queretaro","2013","Mujeres","Abr",373
"QuintanaRoo","2013","Mujeres","Abr",8
"SanLuisPotosi","2013","Mujeres","Abr",18
"Sinaloa","2013","Mujeres","Abr",309
"Sonora","2013","Mujeres","Abr",252
"Tabasco","2013","Mujeres","Abr",2
"Tamaulipas","2013","Mujeres","Abr",36
"Tlaxcala","2013","Mujeres","Abr",4
"Veracruz","2013","Mujeres","Abr",7
"Yucatan","2013","Mujeres","Abr",4
"Zacatecas","2013","Mujeres","Abr",178
"Total","2013","Mujeres","Abr",15803
"Aguascalientes","2003","General","May",204
"BajaCalifornia","2003","General","May",5
"BajaCaliforniaSur","2003","General","May",10
"Campeche","2003","General","May",4
"Coahuila","2003","General","May",5
"Colima","2003","General","May",687
"Chiapas","2003","General","May",10
"Chihuahua","2003","General","May",65
"DistritoFederal","2003","General","May",25
"Durango","2003","General","May",890
"Guanajuato","2003","General","May",3837
"Guerrero","2003","General","May",1863
"Hidalgo","2003","General","May",27
"Jalisco","2003","General","May",5346
"Mexico","2003","General","May",544
"Michoacan","2003","General","May",2974
"Morelos","2003","General","May",3057
"Nayarit","2003","General","May",1156
"NuevoLeon","2003","General","May",82
"Oaxaca","2003","General","May",370
"Puebla","2003","General","May",1596
"Queretaro","2003","General","May",570
"QuintanaRoo","2003","General","May",3
"SanLuisPotosi","2003","General","May",34
"Sinaloa","2003","General","May",530
"Sonora","2003","General","May",1541
"Tabasco","2003","General","May",6
"Tamaulipas","2003","General","May",69
"Tlaxcala","2003","General","May",3
"Veracruz","2003","General","May",15
"Yucatan","2003","General","May",5
"Zacatecas","2003","General","May",542
"Total","2003","General","May",26075
"Aguascalientes","2004","General","May",334
"BajaCalifornia","2004","General","May",14
"BajaCaliforniaSur","2004","General","May",14
"Campeche","2004","General","May",1
"Coahuila","2004","General","May",12
"Colima","2004","General","May",816
"Chiapas","2004","General","May",18
"Chihuahua","2004","General","May",49
"DistritoFederal","2004","General","May",41
"Durango","2004","General","May",723
"Guanajuato","2004","General","May",2920
"Guerrero","2004","General","May",2585
"Hidalgo","2004","General","May",28
"Jalisco","2004","General","May",5117
"Mexico","2004","General","May",627
"Michoacan","2004","General","May",2415
"Morelos","2004","General","May",2800
"Nayarit","2004","General","May",1069
"NuevoLeon","2004","General","May",28
"Oaxaca","2004","General","May",407
"Puebla","2004","General","May",1593
"Queretaro","2004","General","May",444
"QuintanaRoo","2004","General","May",11
"SanLuisPotosi","2004","General","May",31
"Sinaloa","2004","General","May",666
"Sonora","2004","General","May",707
"Tabasco","2004","General","May",5
"Tamaulipas","2004","General","May",31
"Tlaxcala","2004","General","May",2
"Veracruz","2004","General","May",28
"Yucatan","2004","General","May",0
"Zacatecas","2004","General","May",281
"Total","2004","General","May",23817
"Aguascalientes","2005","General","May",289
"BajaCalifornia","2005","General","May",15
"BajaCaliforniaSur","2005","General","May",19
"Campeche","2005","General","May",2
"Coahuila","2005","General","May",18
"Colima","2005","General","May",772
"Chiapas","2005","General","May",41
"Chihuahua","2005","General","May",54
"DistritoFederal","2005","General","May",42
"Durango","2005","General","May",972
"Guanajuato","2005","General","May",4180
"Guerrero","2005","General","May",3282
"Hidalgo","2005","General","May",33
"Jalisco","2005","General","May",6706
"Mexico","2005","General","May",650
"Michoacan","2005","General","May",2959
"Morelos","2005","General","May",3851
"Nayarit","2005","General","May",1345
"NuevoLeon","2005","General","May",10
"Oaxaca","2005","General","May",549
"Puebla","2005","General","May",1970
"Queretaro","2005","General","May",545
"QuintanaRoo","2005","General","May",11
"SanLuisPotosi","2005","General","May",50
"Sinaloa","2005","General","May",587
"Sonora","2005","General","May",705
"Tabasco","2005","General","May",15
"Tamaulipas","2005","General","May",56
"Tlaxcala","2005","General","May",3
"Veracruz","2005","General","May",30
"Yucatan","2005","General","May",3
"Zacatecas","2005","General","May",492
"Total","2005","General","May",30256
"Aguascalientes","2006","General","May",291
"BajaCalifornia","2006","General","May",9
"BajaCaliforniaSur","2006","General","May",14
"Campeche","2006","General","May",1
"Coahuila","2006","General","May",16
"Colima","2006","General","May",1034
"Chiapas","2006","General","May",21
"Chihuahua","2006","General","May",61
"DistritoFederal","2006","General","May",76
"Durango","2006","General","May",994
"Guanajuato","2006","General","May",5031
"Guerrero","2006","General","May",4521
"Hidalgo","2006","General","May",23
"Jalisco","2006","General","May",7456
"Mexico","2006","General","May",936
"Michoacan","2006","General","May",3962
"Morelos","2006","General","May",4455
"Nayarit","2006","General","May",1363
"NuevoLeon","2006","General","May",21
"Oaxaca","2006","General","May",673
"Puebla","2006","General","May",2099
"Queretaro","2006","General","May",551
"QuintanaRoo","2006","General","May",16
"SanLuisPotosi","2006","General","May",61
"Sinaloa","2006","General","May",790
"Sonora","2006","General","May",635
"Tabasco","2006","General","May",3
"Tamaulipas","2006","General","May",37
"Tlaxcala","2006","General","May",8
"Veracruz","2006","General","May",20
"Yucatan","2006","General","May",7
"Zacatecas","2006","General","May",573
"Total","2006","General","May",35758
"Aguascalientes","2007","General","May",276
"BajaCalifornia","2007","General","May",7
"BajaCaliforniaSur","2007","General","May",16
"Campeche","2007","General","May",2
"Coahuila","2007","General","May",15
"Colima","2007","General","May",669
"Chiapas","2007","General","May",25
"Chihuahua","2007","General","May",45
"DistritoFederal","2007","General","May",54
"Durango","2007","General","May",1085
"Guanajuato","2007","General","May",5301
"Guerrero","2007","General","May",3212
"Hidalgo","2007","General","May",20
"Jalisco","2007","General","May",6292
"Mexico","2007","General","May",746
"Michoacan","2007","General","May",2731
"Morelos","2007","General","May",3422
"Nayarit","2007","General","May",1229
"NuevoLeon","2007","General","May",34
"Oaxaca","2007","General","May",540
"Puebla","2007","General","May",1505
"Queretaro","2007","General","May",461
"QuintanaRoo","2007","General","May",7
"SanLuisPotosi","2007","General","May",31
"Sinaloa","2007","General","May",615
"Sonora","2007","General","May",583
"Tabasco","2007","General","May",1
"Tamaulipas","2007","General","May",40
"Tlaxcala","2007","General","May",8
"Veracruz","2007","General","May",26
"Yucatan","2007","General","May",8
"Zacatecas","2007","General","May",532
"Total","2007","General","May",29538
"Aguascalientes","2008","General","May",243
"BajaCalifornia","2008","General","May",8
"BajaCaliforniaSur","2008","General","May",12
"Campeche","2008","General","May",5
"Coahuila","2008","General","May",18
"Colima","2008","General","May",806
"Chiapas","2008","General","May",42
"Chihuahua","2008","General","May",35
"DistritoFederal","2008","General","May",45
"Durango","2008","General","May",728
"Guanajuato","2008","General","May",4384
"Guerrero","2008","General","May",3328
"Hidalgo","2008","General","May",23
"Jalisco","2008","General","May",5980
"Mexico","2008","General","May",740
"Michoacan","2008","General","May",3071
"Morelos","2008","General","May",3454
"Nayarit","2008","General","May",1210
"NuevoLeon","2008","General","May",26
"Oaxaca","2008","General","May",591
"Puebla","2008","General","May",1617
"Queretaro","2008","General","May",483
"QuintanaRoo","2008","General","May",8
"SanLuisPotosi","2008","General","May",25
"Sinaloa","2008","General","May",599
"Sonora","2008","General","May",405
"Tabasco","2008","General","May",5
"Tamaulipas","2008","General","May",35
"Tlaxcala","2008","General","May",4
"Veracruz","2008","General","May",30
"Yucatan","2008","General","May",3
"Zacatecas","2008","General","May",395
"Total","2008","General","May",28358
"Aguascalientes","2009","General","May",182
"BajaCalifornia","2009","General","May",19
"BajaCaliforniaSur","2009","General","May",13
"Campeche","2009","General","May",3
"Coahuila","2009","General","May",17
"Colima","2009","General","May",850
"Chiapas","2009","General","May",32
"Chihuahua","2009","General","May",60
"DistritoFederal","2009","General","May",48
"Durango","2009","General","May",746
"Guanajuato","2009","General","May",3497
"Guerrero","2009","General","May",4509
"Hidalgo","2009","General","May",16
"Jalisco","2009","General","May",6072
"Mexico","2009","General","May",1296
"Michoacan","2009","General","May",3446
"Morelos","2009","General","May",3967
"Nayarit","2009","General","May",1191
"NuevoLeon","2009","General","May",52
"Oaxaca","2009","General","May",596
"Puebla","2009","General","May",1668
"Queretaro","2009","General","May",525
"QuintanaRoo","2009","General","May",17
"SanLuisPotosi","2009","General","May",26
"Sinaloa","2009","General","May",657
"Sonora","2009","General","May",657
"Tabasco","2009","General","May",3
"Tamaulipas","2009","General","May",31
"Tlaxcala","2009","General","May",7
"Veracruz","2009","General","May",27
"Yucatan","2009","General","May",1
"Zacatecas","2009","General","May",437
"Total","2009","General","May",30668
"Aguascalientes","2010","General","May",324
"BajaCalifornia","2010","General","May",16
"BajaCaliforniaSur","2010","General","May",11
"Campeche","2010","General","May",8
"Coahuila","2010","General","May",48
"Colima","2010","General","May",833
"Chiapas","2010","General","May",23
"Chihuahua","2010","General","May",42
"DistritoFederal","2010","General","May",80
"Durango","2010","General","May",970
"Guanajuato","2010","General","May",4997
"Guerrero","2010","General","May",4032
"Hidalgo","2010","General","May",25
"Jalisco","2010","General","May",6512
"Mexico","2010","General","May",916
"Michoacan","2010","General","May",3594
"Morelos","2010","General","May",3871
"Nayarit","2010","General","May",1138
"NuevoLeon","2010","General","May",22
"Oaxaca","2010","General","May",539
"Puebla","2010","General","May",1770
"Queretaro","2010","General","May",659
"QuintanaRoo","2010","General","May",27
"SanLuisPotosi","2010","General","May",32
"Sinaloa","2010","General","May",635
"Sonora","2010","General","May",421
"Tabasco","2010","General","May",3
"Tamaulipas","2010","General","May",45
"Tlaxcala","2010","General","May",14
"Veracruz","2010","General","May",29
"Yucatan","2010","General","May",2
"Zacatecas","2010","General","May",442
"Total","2010","General","May",32080
"Aguascalientes","2011","General","May",218
"BajaCalifornia","2011","General","May",17
"BajaCaliforniaSur","2011","General","May",9
"Campeche","2011","General","May",8
"Coahuila","2011","General","May",26
"Colima","2011","General","May",1055
"Chiapas","2011","General","May",31
"Chihuahua","2011","General","May",43
"DistritoFederal","2011","General","May",56
"Durango","2011","General","May",1058
"Guanajuato","2011","General","May",3874
"Guerrero","2011","General","May",4674
"Hidalgo","2011","General","May",22
"Jalisco","2011","General","May",6016
"Mexico","2011","General","May",1165
"Michoacan","2011","General","May",3358
"Morelos","2011","General","May",4192
"Nayarit","2011","General","May",1079
"NuevoLeon","2011","General","May",26
"Oaxaca","2011","General","May",545
"Puebla","2011","General","May",1498
"Queretaro","2011","General","May",657
"QuintanaRoo","2011","General","May",21
"SanLuisPotosi","2011","General","May",14
"Sinaloa","2011","General","May",712
"Sonora","2011","General","May",487
"Tabasco","2011","General","May",2
"Tamaulipas","2011","General","May",33
"Tlaxcala","2011","General","May",7
"Veracruz","2011","General","May",20
"Yucatan","2011","General","May",7
"Zacatecas","2011","General","May",469
"Total","2011","General","May",31399
"Aguascalientes","2012","General","May",301
"BajaCalifornia","2012","General","May",11
"BajaCaliforniaSur","2012","General","May",23
"Campeche","2012","General","May",8
"Coahuila","2012","General","May",50
"Colima","2012","General","May",1265
"Chiapas","2012","General","May",64
"Chihuahua","2012","General","May",73
"DistritoFederal","2012","General","May",59
"Durango","2012","General","May",1415
"Guanajuato","2012","General","May",6672
"Guerrero","2012","General","May",6461
"Hidalgo","2012","General","May",23
"Jalisco","2012","General","May",7560
"Mexico","2012","General","May",1546
"Michoacan","2012","General","May",4671
"Morelos","2012","General","May",4352
"Nayarit","2012","General","May",1646
"NuevoLeon","2012","General","May",29
"Oaxaca","2012","General","May",711
"Puebla","2012","General","May",2086
"Queretaro","2012","General","May",867
"QuintanaRoo","2012","General","May",7
"SanLuisPotosi","2012","General","May",54
"Sinaloa","2012","General","May",1036
"Sonora","2012","General","May",1042
"Tabasco","2012","General","May",14
"Tamaulipas","2012","General","May",75
"Tlaxcala","2012","General","May",7
"Veracruz","2012","General","May",47
"Yucatan","2012","General","May",2
"Zacatecas","2012","General","May",536
"Total","2012","General","May",42713
"Aguascalientes","2013","General","May",364
"BajaCalifornia","2013","General","May",13
"BajaCaliforniaSur","2013","General","May",8
"Campeche","2013","General","May",6
"Coahuila","2013","General","May",48
"Colima","2013","General","May",1061
"Chiapas","2013","General","May",53
"Chihuahua","2013","General","May",52
"DistritoFederal","2013","General","May",70
"Durango","2013","General","May",1627
"Guanajuato","2013","General","May",5412
"Guerrero","2013","General","May",6505
"Hidalgo","2013","General","May",28
"Jalisco","2013","General","May",7542
"Mexico","2013","General","May",1649
"Michoacan","2013","General","May",4502
"Morelos","2013","General","May",4518
"Nayarit","2013","General","May",1291
"NuevoLeon","2013","General","May",35
"Oaxaca","2013","General","May",663
"Puebla","2013","General","May",1578
"Queretaro","2013","General","May",855
"QuintanaRoo","2013","General","May",11
"SanLuisPotosi","2013","General","May",48
"Sinaloa","2013","General","May",814
"Sonora","2013","General","May",985
"Tabasco","2013","General","May",4
"Tamaulipas","2013","General","May",67
"Tlaxcala","2013","General","May",8
"Veracruz","2013","General","May",34
"Yucatan","2013","General","May",2
"Zacatecas","2013","General","May",558
"Total","2013","General","May",40411
"Aguascalientes","2003","Hombres","May",124
"BajaCalifornia","2003","Hombres","May",1
"BajaCaliforniaSur","2003","Hombres","May",1
"Campeche","2003","Hombres","May",1
"Coahuila","2003","Hombres","May",2
"Colima","2003","Hombres","May",345
"Chiapas","2003","Hombres","May",5
"Chihuahua","2003","Hombres","May",30
"DistritoFederal","2003","Hombres","May",10
"Durango","2003","Hombres","May",430
"Guanajuato","2003","Hombres","May",1735
"Guerrero","2003","Hombres","May",942
"Hidalgo","2003","Hombres","May",11
"Jalisco","2003","Hombres","May",2541
"Mexico","2003","Hombres","May",267
"Michoacan","2003","Hombres","May",1407
"Morelos","2003","Hombres","May",1558
"Nayarit","2003","Hombres","May",599
"NuevoLeon","2003","Hombres","May",41
"Oaxaca","2003","Hombres","May",173
"Puebla","2003","Hombres","May",752
"Queretaro","2003","Hombres","May",268
"QuintanaRoo","2003","Hombres","May",0
"SanLuisPotosi","2003","Hombres","May",11
"Sinaloa","2003","Hombres","May",221
"Sonora","2003","Hombres","May",637
"Tabasco","2003","Hombres","May",2
"Tamaulipas","2003","Hombres","May",37
"Tlaxcala","2003","Hombres","May",3
"Veracruz","2003","Hombres","May",5
"Yucatan","2003","Hombres","May",0
"Zacatecas","2003","Hombres","May",244
"Total","2003","Hombres","May",12403
"Aguascalientes","2004","Hombres","May",252
"BajaCalifornia","2004","Hombres","May",6
"BajaCaliforniaSur","2004","Hombres","May",4
"Campeche","2004","Hombres","May",0
"Coahuila","2004","Hombres","May",9
"Colima","2004","Hombres","May",409
"Chiapas","2004","Hombres","May",8
"Chihuahua","2004","Hombres","May",21
"DistritoFederal","2004","Hombres","May",20
"Durango","2004","Hombres","May",349
"Guanajuato","2004","Hombres","May",1354
"Guerrero","2004","Hombres","May",1247
"Hidalgo","2004","Hombres","May",14
"Jalisco","2004","Hombres","May",2472
"Mexico","2004","Hombres","May",305
"Michoacan","2004","Hombres","May",1101
"Morelos","2004","Hombres","May",1471
"Nayarit","2004","Hombres","May",574
"NuevoLeon","2004","Hombres","May",10
"Oaxaca","2004","Hombres","May",173
"Puebla","2004","Hombres","May",747
"Queretaro","2004","Hombres","May",206
"QuintanaRoo","2004","Hombres","May",8
"SanLuisPotosi","2004","Hombres","May",12
"Sinaloa","2004","Hombres","May",306
"Sonora","2004","Hombres","May",291
"Tabasco","2004","Hombres","May",0
"Tamaulipas","2004","Hombres","May",10
"Tlaxcala","2004","Hombres","May",1
"Veracruz","2004","Hombres","May",5
"Yucatan","2004","Hombres","May",0
"Zacatecas","2004","Hombres","May",148
"Total","2004","Hombres","May",11533
"Aguascalientes","2005","Hombres","May",116
"BajaCalifornia","2005","Hombres","May",6
"BajaCaliforniaSur","2005","Hombres","May",9
"Campeche","2005","Hombres","May",1
"Coahuila","2005","Hombres","May",10
"Colima","2005","Hombres","May",367
"Chiapas","2005","Hombres","May",19
"Chihuahua","2005","Hombres","May",19
"DistritoFederal","2005","Hombres","May",15
"Durango","2005","Hombres","May",428
"Guanajuato","2005","Hombres","May",1852
"Guerrero","2005","Hombres","May",1626
"Hidalgo","2005","Hombres","May",13
"Jalisco","2005","Hombres","May",3178
"Mexico","2005","Hombres","May",314
"Michoacan","2005","Hombres","May",1419
"Morelos","2005","Hombres","May",1942
"Nayarit","2005","Hombres","May",654
"NuevoLeon","2005","Hombres","May",4
"Oaxaca","2005","Hombres","May",233
"Puebla","2005","Hombres","May",916
"Queretaro","2005","Hombres","May",261
"QuintanaRoo","2005","Hombres","May",6
"SanLuisPotosi","2005","Hombres","May",20
"Sinaloa","2005","Hombres","May",242
"Sonora","2005","Hombres","May",302
"Tabasco","2005","Hombres","May",12
"Tamaulipas","2005","Hombres","May",35
"Tlaxcala","2005","Hombres","May",1
"Veracruz","2005","Hombres","May",13
"Yucatan","2005","Hombres","May",2
"Zacatecas","2005","Hombres","May",236
"Total","2005","Hombres","May",14271
"Aguascalientes","2006","Hombres","May",141
"BajaCalifornia","2006","Hombres","May",5
"BajaCaliforniaSur","2006","Hombres","May",4
"Campeche","2006","Hombres","May",0
"Coahuila","2006","Hombres","May",7
"Colima","2006","Hombres","May",521
"Chiapas","2006","Hombres","May",15
"Chihuahua","2006","Hombres","May",33
"DistritoFederal","2006","Hombres","May",41
"Durango","2006","Hombres","May",479
"Guanajuato","2006","Hombres","May",2335
